Experiment,Target,LLM,Class,Frequency,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy
don_300,DiseaseLevel1,gemini2,guillain-barre syndrome,0.7,0,1,NA,0.9933,NA,0,NA,0.0067,0,0,0.5
don_300,DiseaseLevel1,gemini2,transmissible spongiform encephalopathy,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,DiseaseLevel1,gemini2,leishmaniasis,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,DiseaseLevel1,gemini2,monkeypox,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,DiseaseLevel1,gemini2,crimean-congo haemorrhagic fever,0.7,0.5,1,1,0.9967,1,0.5,0.6667,0.0067,0.0033,0.0033,0.75
don_300,DiseaseLevel1,gemini2,enterovirus,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,DiseaseLevel1,gemini2,oropouche fever,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,DiseaseLevel1,gemini2,dysentery,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,DiseaseLevel1,gemini2,japanese encephalitis,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,DiseaseLevel1,gemini2,listeriosis,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,DiseaseLevel1,gemini2,hepatitis e,0.7,0.5,1,1,0.9967,1,0.5,0.6667,0.0067,0.0033,0.0033,0.75
don_300,DiseaseLevel1,gemini2,pseudomonas aeruginosa,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,DiseaseLevel1,gemini2,ebola,NA,NA,0.9833,NA,NA,0,NA,NA,0,0,0.0167,NA
don_300,DiseaseLevel1,gemini2,dengue,NA,NA,0.9867,NA,NA,0,NA,NA,0,0,0.0133,NA
don_300,DiseaseLevel1,gemini2,"c(""ebola virus disease"", ""ebola virus disease"", ""ebola virus disease"")",NA,NA,0.9733,NA,NA,0,NA,NA,0,0,0.0267,NA
don_300,DiseaseLevel1,gemini2,poliovirus type 1,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""a(h3n2)"", ""a(h1)"", ""a/fujian/411/2002-like"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,wild poliovirus type 3,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""ebola virus"", ""ebola virus"", ""ebola virus"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,cchf,NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,"c(""wild poliovirus type 1"", ""wild poliovirus type 1"", ""wild poliovirus type 1"", ""wild poliovirus type 1"")",NA,NA,0.99,NA,NA,0,NA,NA,0,0,0.01,NA
don_300,DiseaseLevel1,gemini2,ebola haemorrhagic fever,NA,NA,0.9767,NA,NA,0,NA,NA,0,0,0.0233,NA
don_300,DiseaseLevel1,gemini2,na,NA,NA,0.9233,NA,NA,0,NA,NA,0,0,0.0767,NA
don_300,DiseaseLevel1,gemini2,"c(""ebola virus disease"", ""ebola virus disease"", ""ebola virus disease"", ""ebola virus disease"", ""ebola virus disease"", ""ebola virus disease"")",NA,NA,0.99,NA,NA,0,NA,NA,0,0,0.01,NA
don_300,DiseaseLevel1,gemini2,avian influenza a(h5n1),NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,"c(""ebola virus"", ""ebola virus"", ""ebola virus"", ""ebola virus"")",NA,NA,0.9667,NA,NA,0,NA,NA,0,0,0.0333,NA
don_300,DiseaseLevel1,gemini2,"c(""cvdpv2"", ""cvdpv2"", ""wpv1"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""cholera"", ""cholera"", ""cholera"", ""cholera"", ""cholera"", ""cholera"", ""cholera"", ""cholera"")",NA,NA,0.9833,NA,NA,0,NA,NA,0,0,0.0167,NA
don_300,DiseaseLevel1,gemini2,pertussis,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""ebola virus disease"", ""ebola virus disease"")",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,escherichia coli,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,ebola virus disease,NA,NA,0.9833,NA,NA,0,NA,NA,0,0,0.0167,NA
don_300,DiseaseLevel1,gemini2,h5n1 avian influenza,NA,NA,0.9767,NA,NA,0,NA,NA,0,0,0.0233,NA
don_300,DiseaseLevel1,gemini2,"c(""diarrhoeal diseases"", ""na"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""cholera"", ""cholera"", ""leptospirosos"", ""dengue"", ""malaria"", ""cholera"", ""leptospirosos"", ""dengue"", ""malaria"", ""cholera"", ""malaria"", ""leptospirosos"", ""dengue"", ""dengue"", ""cholera"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,neisseria meningitidis w135,NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,vaccine-derived poliovirus type 2,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""swine influenza a/h1n1"", ""swine influenza a/h1n1"", ""na"", ""na"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,influenza a(h5n1),NA,NA,0.9867,NA,NA,0,NA,NA,0,0,0.0133,NA
don_300,DiseaseLevel1,gemini2,neisseria meningitidis serogroup a,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""wild poliovirus type 3"", ""wild poliovirus type 1"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""meningococcal disease"", ""meningococcal disease"", ""meningococcal disease"", ""n. meningitidis"", ""meningococcal disease"")",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,enterovirus 71 (ev-71),NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,durba syndrome,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""na"", ""na"", ""neisseria meningitidis serogroup a"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""ebola virus disease"", ""ebola virus disease"", ""ebola virus disease"", ""ebola virus disease"")",NA,NA,0.99,NA,NA,0,NA,NA,0,0,0.01,NA
don_300,DiseaseLevel1,gemini2,zika virus,NA,NA,0.99,NA,NA,0,NA,NA,0,0,0.01,NA
don_300,DiseaseLevel1,gemini2,sars,NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,"c(""cerebrospinal meningitis"", ""cerebrospinal meningitis"", ""cerebrospinal meningitis"", ""cerebrospinal meningitis"", ""cerebrospinal meningitis"", ""cerebrospinal meningitis"", ""cerebrospinal meningitis"", ""cerebrospinal meningitis"")",NA,NA,0.9767,NA,NA,0,NA,NA,0,0,0.0233,NA
don_300,DiseaseLevel1,gemini2,"c(""wild poliovirus type 1"", ""wild poliovirus type 3"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,influenza a(h7n9),NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,nipah-like virus,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,vibrio cholerae,NA,NA,0.9833,NA,NA,0,NA,NA,0,0,0.0167,NA
don_300,DiseaseLevel1,gemini2,"c(""cholera"", ""cholera"", ""cholera"")",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,neisseria meningitidis serogroup w135,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""ebola virus subtype zaire"", ""evd"", ""evd"", ""bundibugyo virus"", ""zaire virus"", ""zaire virus"", ""na"", ""zaire virus"", ""zaire virus"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""cholera"", ""cholera"", ""cholera"", ""cholera"", ""cholera"")",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,circulating vaccine-derived poliovirus type 2,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"", ""measles"")",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,"c(""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(na, na, na, na)",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,influenza virus (h3n2),NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"")",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,"c(""circulating vaccine-derived poliovirus type 2"", ""circulating vaccine-derived poliovirus type 2"", ""circulating vaccine-derived poliovirus type 2"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"", ""w135 meningococcal disease"")",NA,NA,0.9867,NA,NA,0,NA,NA,0,0,0.0133,NA
don_300,DiseaseLevel1,gemini2,marburg haemorrhagic fever,NA,NA,0.9733,NA,NA,0,NA,NA,0,0,0.0267,NA
don_300,DiseaseLevel1,gemini2,"c(""cholera"", ""cholera"", ""cholera"", ""cholera"", ""cholera"", ""cholera"", ""cholera"")",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,vibrio cholerae el tor,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,acute haemorrhagic fever syndrome,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,bubonic plague,NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,oc43,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,legionellosis,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""ebola virus disease"", ""ebola virus disease"", ""lassa fever"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,ncov,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,neisseria meningitidis,NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,"c(""neisseria meningitidis serogroup a"", ""na"", ""na"", ""na"")",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,novel coronavirus (ncov),NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,"c(""meningococcal disease"", ""meningococcal disease"", ""meningococcal disease"", ""meningococcal disease"", ""meningococcal disease"", ""meningococcal disease"", ""meningococcal disease"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""zika virus"", ""zika virus"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,staphylococcus aureus,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""cholera"", ""cholera"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,cjd,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""evd"", ""evd"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,acute respiratory syndrome,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,cutaneous leishmaniasis,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,ehec,NA,NA,0.99,NA,NA,0,NA,NA,0,0,0.01,NA
don_300,DiseaseLevel1,gemini2,enterovirus 71,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,h5n1,NA,NA,0.99,NA,NA,0,NA,NA,0,0,0.01,NA
don_300,DiseaseLevel1,gemini2,poliomyelitis,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""oropouche virus"", ""oropouche virus"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""meningococcal disease"", ""meningococcal disease"", ""meningococcal disease"", ""meningococcal disease"", ""meningococcal disease"", ""meningococcal disease"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""evd"", ""evd"", ""evd"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""cholera"", ""cholera"", ""cholera"", ""cholera"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"", ""meningitis"")",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,shigella dysenteriae type 1,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""cholera"", ""cholera"", ""leptospirosis"", ""dengue"", ""malaria"", ""leptospirosis"", ""cholera"", ""leptospirosis"", ""cholera"", ""leptospirosis"", ""dengue"", ""dengue hemorrhagic fever"", ""malaria"", ""cholera"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,encephalitis,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""ncov"", ""ncov"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,ehf,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""ebola virus disease"", ""ebola virus disease"", ""ebola virus disease"", ""ebola virus disease"", ""ebola virus disease"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""cholera"", ""cholera"", ""cholera"", ""cholera"", ""cholera"", ""cholera"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""meningitis"", ""meningitis"", ""meningitis"")",NA,NA,0.9933,NA,NA,0,NA,NA,0,0,0.0067,NA
don_300,DiseaseLevel1,gemini2,ebola fever,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""listeriosis"", ""l. monocytogenes"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,hepatitis e virus,NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""meningococcal group w135"", ""meningococcal group w 135"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,avian influenza a (h5n1),NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,DiseaseLevel1,gemini2,"c(""h5n1"", ""h5n1"", ""h5n1"", ""h5n1"", ""h5n1"", ""h5n1"", ""h5n1"", ""h5n1"", ""h5n1"")",NA,NA,0.9967,NA,NA,0,NA,NA,0,0,0.0033,NA
don_300,ISO,gemini2,uga,4,0.9167,0.9965,0.9167,0.9965,0.9167,0.9167,0.9167,0.04,0.0367,0.04,0.9566
don_300,ISO,gemini2,jam,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,ISO,gemini2,gin,6.3,0.2632,1,1,0.9525,1,0.2632,0.4167,0.0633,0.0167,0.0167,0.6316
don_300,ISO,gemini2,isr,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,ISO,gemini2,sdn,1.7,0.4,0.9966,0.6667,0.9899,0.6667,0.4,0.5,0.0167,0.0067,0.01,0.6983
don_300,ISO,gemini2,cog,1.3,0.5,0.9966,0.6667,0.9933,0.6667,0.5,0.5714,0.0133,0.0067,0.01,0.7483
don_300,ISO,gemini2,tur,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,sle,2,0.1667,0.9932,0.3333,0.9832,0.3333,0.1667,0.2222,0.02,0.0033,0.01,0.5799
don_300,ISO,gemini2,eth,2.7,0.375,1,1,0.9832,1,0.375,0.5455,0.0267,0.01,0.01,0.6875
don_300,ISO,gemini2,som,1.3,0.25,1,1,0.99,1,0.25,0.4,0.0133,0.0033,0.0033,0.625
don_300,ISO,gemini2,ago,3,0.8889,0.9931,0.8,0.9966,0.8,0.8889,0.8421,0.03,0.0267,0.0333,0.941
don_300,ISO,gemini2,gnb,0.7,0.5,1,1,0.9967,1,0.5,0.6667,0.0067,0.0033,0.0033,0.75
don_300,ISO,gemini2,lbr,4,0.25,1,1,0.9697,1,0.25,0.4,0.04,0.01,0.01,0.625
don_300,ISO,gemini2,civ,1,0.3333,0.9966,0.5,0.9933,0.5,0.3333,0.4,0.01,0.0033,0.0067,0.665
don_300,ISO,gemini2,nga,4,0.3333,1,1,0.973,1,0.3333,0.5,0.04,0.0133,0.0133,0.6667
don_300,ISO,gemini2,idn,2,0.8333,1,1,0.9966,1,0.8333,0.9091,0.02,0.0167,0.0167,0.9167
don_300,ISO,gemini2,pak,1,0,1,NA,0.99,NA,0,NA,0.01,0,0,0.5
don_300,ISO,gemini2,zaf,1.7,0.8,1,1,0.9966,1,0.8,0.8889,0.0167,0.0133,0.0133,0.9
don_300,ISO,gemini2,sen,2,0.1667,1,1,0.9833,1,0.1667,0.2857,0.02,0.0033,0.0033,0.5833
don_300,ISO,gemini2,tza,1,1,1,1,1,1,1,1,0.01,0.01,0.01,1
don_300,ISO,gemini2,jpn,0.7,0.5,1,1,0.9967,1,0.5,0.6667,0.0067,0.0033,0.0033,0.75
don_300,ISO,gemini2,egy,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,ISO,gemini2,ind,1.3,0.5,1,1,0.9933,1,0.5,0.6667,0.0133,0.0067,0.0067,0.75
don_300,ISO,gemini2,caf,1,0.3333,1,1,0.9933,1,0.3333,0.5,0.01,0.0033,0.0033,0.6667
don_300,ISO,gemini2,tha,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,ISO,gemini2,bra,1,0.6667,0.9933,0.5,0.9966,0.5,0.6667,0.5714,0.01,0.0067,0.0133,0.83
don_300,ISO,gemini2,gha,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,gbr,2,0.5,1,1,0.9899,1,0.5,0.6667,0.02,0.01,0.01,0.75
don_300,ISO,gemini2,rwa,1,0,1,NA,0.99,NA,0,NA,0.01,0,0,0.5
don_300,ISO,gemini2,hnd,1,0,1,NA,0.99,NA,0,NA,0.01,0,0,0.5
don_300,ISO,gemini2,tcd,2,0.3333,1,1,0.9866,1,0.3333,0.5,0.02,0.0067,0.0067,0.6667
don_300,ISO,gemini2,mex,0.3,0,0.9967,0,0.9967,0,0,NA,0.0033,0,0.0033,0.4983
don_300,ISO,gemini2,bfa,2,0,0.9966,0,0.9799,0,0,NA,0.02,0,0.0033,0.4983
don_300,ISO,gemini2,cod,6.3,0.4211,1,1,0.9623,1,0.4211,0.5926,0.0633,0.0267,0.0267,0.7105
don_300,ISO,gemini2,chn,3,0.7778,0.9966,0.875,0.9932,0.875,0.7778,0.8235,0.03,0.0233,0.0267,0.8872
don_300,ISO,gemini2,omn,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,gab,1.7,0.8,1,1,0.9966,1,0.8,0.8889,0.0167,0.0133,0.0133,0.9
don_300,ISO,gemini2,zmb,1.7,0.2,1,1,0.9866,1,0.2,0.3333,0.0167,0.0033,0.0033,0.6
don_300,ISO,gemini2,khm,0.7,1,1,1,1,1,1,1,0.0067,0.0067,0.0067,1
don_300,ISO,gemini2,ken,1.7,0.4,1,1,0.9899,1,0.4,0.5714,0.0167,0.0067,0.0067,0.7
don_300,ISO,gemini2,vnm,1.7,1,1,1,1,1,1,1,0.0167,0.0167,0.0167,1
don_300,ISO,gemini2,usa,2,0.5,1,1,0.9899,1,0.5,0.6667,0.02,0.01,0.01,0.75
don_300,ISO,gemini2,bih,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,ner,1.7,0.6,1,1,0.9933,1,0.6,0.75,0.0167,0.01,0.01,0.8
don_300,ISO,gemini2,rou,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,ISO,gemini2,kor,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,ISO,gemini2,bgd,0.7,1,0.9966,0.6667,1,0.6667,1,0.8,0.0067,0.0067,0.01,0.9983
don_300,ISO,gemini2,moz,1.3,0.75,1,1,0.9966,1,0.75,0.8571,0.0133,0.01,0.01,0.875
don_300,ISO,gemini2,col,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,ben,1.7,0.4,1,1,0.9899,1,0.4,0.5714,0.0167,0.0067,0.0067,0.7
don_300,ISO,gemini2,phl,0.7,0.5,1,1,0.9967,1,0.5,0.6667,0.0067,0.0033,0.0033,0.75
don_300,ISO,gemini2,chl,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,ISO,gemini2,dnk,0.7,0,1,NA,0.9933,NA,0,NA,0.0067,0,0,0.5
don_300,ISO,gemini2,bdi,0.7,0,1,NA,0.9933,NA,0,NA,0.0067,0,0,0.5
don_300,ISO,gemini2,nor,0.3,0,0.9967,0,0.9967,0,0,NA,0.0033,0,0.0033,0.4983
don_300,ISO,gemini2,mrt,0.7,0.5,1,1,0.9967,1,0.5,0.6667,0.0067,0.0033,0.0033,0.75
don_300,ISO,gemini2,cmr,1.3,0.5,1,1,0.9933,1,0.5,0.6667,0.0133,0.0067,0.0067,0.75
don_300,ISO,gemini2,nic,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,arg,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,ISO,gemini2,kgz,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,dza,0.3,1,1,1,1,1,1,1,0.0033,0.0033,0.0033,1
don_300,ISO,gemini2,mus,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,can,0.3,1,0.9967,0.5,1,0.5,1,0.6667,0.0033,0.0033,0.0067,0.9983
don_300,ISO,gemini2,hkg,1,1,0.9966,0.75,1,0.75,1,0.8571,0.01,0.01,0.0133,0.9983
don_300,ISO,gemini2,mac,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,mdg,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,deu,0.3,0,0.99,0,0.9966,0,0,NA,0.0033,0,0.01,0.495
don_300,ISO,gemini2,fra,1,0,1,NA,0.99,NA,0,NA,0.01,0,0,0.5
don_300,ISO,gemini2,per,0.7,0,1,NA,0.9933,NA,0,NA,0.0067,0,0,0.5
don_300,ISO,gemini2,abw,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,zwe,0.7,1,1,1,1,1,1,1,0.0067,0.0067,0.0067,1
don_300,ISO,gemini2,afg,1,1,0.9966,0.75,1,0.75,1,0.8571,0.01,0.01,0.0133,0.9983
don_300,ISO,gemini2,mwi,1,0.3333,1,1,0.9933,1,0.3333,0.5,0.01,0.0033,0.0033,0.6667
don_300,ISO,gemini2,pyf,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,irq,0.7,1,0.9933,0.5,1,0.5,1,0.6667,0.0067,0.0067,0.0133,0.9966
don_300,ISO,gemini2,cyp,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,syc,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,bol,0.3,1,0.9967,0.5,1,0.5,1,0.6667,0.0033,0.0033,0.0067,0.9983
don_300,ISO,gemini2,guf,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,che,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,xko,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,hti,0.3,0,1,NA,0.9967,NA,0,NA,0.0033,0,0,0.5
don_300,ISO,gemini2,mli,0.7,0,1,NA,0.9933,NA,0,NA,0.0067,0,0,0.5
don_300,ISO,gemini2,npl,0.7,0.5,1,1,0.9967,1,0.5,0.6667,0.0067,0.0033,0.0033,0.75
